iter	Accuracy	Logloss
882	0.8796709527	0.2590010107
883	0.8796842154	0.2589912573
884	0.8796875311	0.2589864593
885	0.8796974781	0.2589823544
886	0.8797240035	0.2589749808
887	0.8797405818	0.2589661907
888	0.8797372662	0.258961752
889	0.8797372662	0.2589549168
890	0.8797306348	0.2589509633
891	0.8797306348	0.2589454528
892	0.8797206878	0.258935573
893	0.8797240035	0.2589315459
894	0.8797273191	0.2589287039
895	0.8797173721	0.2589228078
896	0.8797041094	0.2589160118
897	0.8797041094	0.2589125683
898	0.8797306348	0.258903891
899	0.8797405818	0.2588986271
900	0.8797472132	0.2588913502
901	0.8797438975	0.2588868219
902	0.8797438975	0.2588816485
903	0.8797505288	0.2588747449
904	0.8797472132	0.2588693546
905	0.8797405818	0.2588651104
906	0.8797306348	0.2588588485
907	0.8797372662	0.258854231
908	0.8797339505	0.2588452754
909	0.8797405818	0.2588410706
910	0.8797472132	0.258836469
911	0.8797737386	0.2588279465
912	0.8797803699	0.2588230103
913	0.8797803699	0.2588162251
914	0.8797671072	0.2588103757
915	0.8797770542	0.2588060151
916	0.8797737386	0.2587975202
917	0.8797637915	0.2587918964
918	0.8797637915	0.2587879568
919	0.8797704229	0.2587824053
920	0.8797704229	0.2587730013
921	0.8797836856	0.2587685543
922	0.8797671072	0.2587600022
923	0.8798068953	0.2587539928
924	0.879820158	0.2587484063
925	0.8798234736	0.258742286
926	0.8798267893	0.2587397915
927	0.8798267893	0.2587353809
928	0.8798267893	0.2587314729
929	0.8798234736	0.25872721
930	0.8798234736	0.2587231962
931	0.8798267893	0.2587148166
932	0.8798234736	0.2587061992
933	0.8798334206	0.2587006842
934	0.879830105	0.2586963102
935	0.8798533147	0.2586902274
936	0.8798632617	0.2586796061
937	0.8798632617	0.2586732886
938	0.8798632617	0.2586666534
939	0.879869893	0.2586593369
940	0.8798632617	0.2586494978
941	0.879849999	0.2586421617
942	0.8798466833	0.2586321401
943	0.8798466833	0.2586260419
944	0.8798665774	0.2586193704
945	0.879869893	0.2586156307
946	0.879869893	0.2586111103
947	0.8798798401	0.2586011032
948	0.8798831557	0.2585972294
949	0.8798831557	0.2585886338
950	0.8798831557	0.2585828528
951	0.8798964184	0.2585757912
952	0.8798964184	0.2585722132
953	0.8798931027	0.258566173
954	0.8799229438	0.258554819
955	0.8799262595	0.2585472716
956	0.8799295751	0.2585406195
957	0.8799129968	0.2585349366
958	0.8799129968	0.2585251695
959	0.8799063654	0.2585192564
960	0.8799196281	0.2585121989
961	0.8799262595	0.2585053039
962	0.8799129968	0.258499539
963	0.8799129968	0.2584947876
964	0.8799196281	0.258487236
965	0.8799295751	0.2584835911
966	0.8799362065	0.2584813741
967	0.8799461535	0.2584773638
968	0.8799395221	0.2584730406
969	0.8799362065	0.2584671329
970	0.8799561005	0.2584579381
971	0.8799527848	0.2584527159
972	0.8799395221	0.2584451581
973	0.8799461535	0.2584383168
974	0.8799428378	0.2584315228
975	0.8799328908	0.2584247045
976	0.8799295751	0.2584198115
977	0.8799594162	0.2584079913
978	0.8799627318	0.2583996811
979	0.8799726789	0.2583912258
980	0.8799759945	0.258387761
981	0.8799892572	0.2583771274
982	0.8799859416	0.2583703614
983	0.8799826259	0.2583605739
984	0.8799826259	0.25835527
985	0.8799925729	0.258344231
986	0.8799925729	0.2583375774
987	0.8799859416	0.2583303109
988	0.8799958886	0.2583213746
989	0.8799892572	0.2583147052
990	0.8799925729	0.2583088648
991	0.8799892572	0.2583032237
992	0.8799892572	0.2582974465
993	0.8799892572	0.2582909916
994	0.8799925729	0.2582807483
995	0.8800025199	0.258276563
996	0.8800091513	0.2582701575
997	0.8800058356	0.2582648052
998	0.8800058356	0.2582567046
999	0.8799992042	0.2582513576
